id	chrom	start_pos	end_pos	size	gc_content
48	Sc_chr04	22014	22249	235	0.37446808510638296
49	Sc_chr04	22249	22480	231	0.4069264069264069
50	Sc_chr04	22480	22847	367	0.3651226158038147
51	Sc_chr04	22847	23317	470	0.38085106382978723
52	Sc_chr04	23317	23617	300	0.36333333333333334
53	Sc_chr04	23617	23731	114	0.4298245614035088
54	Sc_chr04	23731	24196	465	0.34623655913978496
55	Sc_chr04	24196	24253	57	0.3157894736842105
56	Sc_chr04	24253	24452	199	0.35678391959798994
57	Sc_chr04	24452	24877	425	0.3905882352941177
58	Sc_chr04	24877	25080	203	0.4236453201970443
59	Sc_chr04	25080	25478	398	0.3668341708542714
60	Sc_chr04	25478	26171	693	0.31457431457431456
61	Sc_chr04	26171	26791	620	0.31451612903225806
62	Sc_chr04	26791	27582	791	0.3097345132743363
63	Sc_chr04	27582	27992	410	0.3170731707317073
64	Sc_chr04	27992	29034	1042	0.3934740882917466
65	Sc_chr04	29034	29139	105	0.42857142857142855
66	Sc_chr04	29139	29200	61	0.47540983606557374
67	Sc_chr04	29200	29322	122	0.47540983606557374
68	Sc_chr04	29322	29790	468	0.4594017094017094
69	Sc_chr04	29790	29961	171	0.4093567251461988
70	Sc_chr04	29961	30258	297	0.4107744107744108
71	Sc_chr04	30258	30279	21	0.33333333333333337
72	Sc_chr04	30279	31105	826	0.364406779661017
73	Sc_chr04	31105	31226	121	0.4628099173553719
74	Sc_chr04	31226	31604	378	0.36772486772486773
75	Sc_chr04	31604	31648	44	0.40909090909090906
76	Sc_chr04	31648	32471	823	0.36938031591737547
77	Sc_chr04	32471	33031	560	0.4142857142857143
78	Sc_chr04	33031	34013	982	0.34419551934826886
79	Sc_chr04	34013	34871	858	0.351981351981352
80	Sc_chr04	34871	35135	264	0.4128787878787879
81	Sc_chr04	35135	35207	72	0.3194444444444444
82	Sc_chr04	35207	35231	24	0.45833333333333337
83	Sc_chr04	35231	35849	618	0.38349514563106796
84	Sc_chr04	35849	36124	275	0.4
85	Sc_chr04	36124	37823	1699	0.3978811065332548
86	Sc_chr04	37823	38488	665	0.4
87	Sc_chr04	38488	39221	733	0.3560709413369713
88	Sc_chr04	39221	39324	103	0.34951456310679613
89	Sc_chr04	39324	39367	43	0.34883720930232553
90	Sc_chr04	39367	39874	507	0.4161735700197239
91	Sc_chr04	39874	40227	353	0.3937677053824363
92	Sc_chr04	40227	40792	565	0.37168141592920356
93	Sc_chr04	40792	40976	184	0.43478260869565216
94	Sc_chr04	40976	42204	1228	0.4014657980456026
95	Sc_chr04	42204	42222	18	0.5555555555555556
96	Sc_chr04	42222	43029	807	0.38661710037174724
97	Sc_chr04	43029	43494	465	0.46236559139784944
98	Sc_chr04	43494	43586	92	0.42391304347826086
99	Sc_chr04	43586	43595	9	0.4444444444444444
100	Sc_chr04	43595	43644	49	0.42857142857142855
101	Sc_chr04	43644	43825	181	0.3370165745856354
102	Sc_chr04	43825	44036	211	0.2843601895734597
103	Sc_chr04	44036	45047	1011	0.4292779426310584
104	Sc_chr04	45047	46081	1034	0.40135396518375244
105	Sc_chr04	46081	46931	850	0.3835294117647059
106	Sc_chr04	46931	47041	110	0.3818181818181818
107	Sc_chr04	47041	47121	80	0.4375
108	Sc_chr04	47121	47253	132	0.38636363636363635
109	Sc_chr04	47253	47322	69	0.42028985507246375
110	Sc_chr04	47322	47829	507	0.40039447731755423
111	Sc_chr04	47829	48463	634	0.3643533123028391
112	Sc_chr04	48463	48745	282	0.3687943262411348
113	Sc_chr04	48745	48788	43	0.32558139534883723
114	Sc_chr04	48788	48807	19	0.368421052631579
115	Sc_chr04	48807	48820	13	0.3846153846153846
116	Sc_chr04	48820	48877	57	0.4912280701754386
117	Sc_chr04	48877	49008	131	0.3816793893129771
118	Sc_chr04	49008	49222	214	0.45327102803738323
119	Sc_chr04	49222	49592	370	0.35945945945945945
120	Sc_chr04	49592	49762	170	0.3411764705882353
121	Sc_chr04	49762	49896	134	0.3507462686567164
122	Sc_chr04	49896	49973	77	0.33766233766233766
123	Sc_chr04	49973	49988	15	0.26666666666666666
124	Sc_chr04	49988	50066	78	0.34615384615384615
125	Sc_chr04	50066	51449	1383	0.3499638467100506
126	Sc_chr04	51449	51569	120	0.475
127	Sc_chr04	51569	51670	101	0.42574257425742573
128	Sc_chr04	51670	51965	295	0.43389830508474575
129	Sc_chr04	51965	51979	14	0.35714285714285715
130	Sc_chr04	51979	52361	382	0.42146596858638746
131	Sc_chr04	52361	52406	45	0.37777777777777777
132	Sc_chr04	52406	52506	100	0.32
133	Sc_chr04	52506	52584	78	0.4230769230769231
134	Sc_chr04	52584	52720	136	0.33088235294117646
135	Sc_chr04	52720	52792	72	0.4444444444444444
136	Sc_chr04	52792	53744	952	0.38865546218487396
137	Sc_chr04	53744	54184	440	0.33409090909090905
138	Sc_chr04	54184	55585	1401	0.3968593861527481
139	Sc_chr04	55585	55888	303	0.38283828382838286
140	Sc_chr04	55888	56612	724	0.3632596685082873
141	Sc_chr04	56612	57905	1293	0.36272235112142304
142	Sc_chr04	57905	58021	116	0.4051724137931034
143	Sc_chr04	58021	58852	831	0.4019253910950662
144	Sc_chr04	58852	59330	478	0.38912133891213385
145	Sc_chr04	59330	59432	102	0.4705882352941177
146	Sc_chr04	59432	59492	60	0.5
147	Sc_chr04	59492	59597	105	0.39047619047619053
148	Sc_chr04	59597	61955	2358	0.4351145038167939
149	Sc_chr04	61955	62234	279	0.4516129032258065
150	Sc_chr04	62234	62447	213	0.5305164319248826
151	Sc_chr04	62447	62698	251	0.4741035856573705
152	Sc_chr04	62698	63214	516	0.47480620155038755
153	Sc_chr04	63214	63541	327	0.4036697247706422
154	Sc_chr04	63541	63665	124	0.5887096774193548
155	Sc_chr04	63665	63691	26	0.4230769230769231
156	Sc_chr04	63691	63788	97	0.4329896907216495
157	Sc_chr04	63788	64174	386	0.4378238341968912
158	Sc_chr04	64174	64757	583	0.3602058319039451
159	Sc_chr04	64757	64813	56	0.42857142857142855
160	Sc_chr04	64813	64828	15	0.4
161	Sc_chr04	64828	66698	1870	0.3582887700534759
162	Sc_chr04	66698	66731	33	0.3939393939393939
163	Sc_chr04	66731	66929	198	0.4343434343434343
164	Sc_chr04	66929	67272	343	0.4839650145772595
165	Sc_chr04	67272	67347	75	0.52
166	Sc_chr04	67347	67803	456	0.3355263157894737
167	Sc_chr04	67803	68501	698	0.40974212034383956
168	Sc_chr04	68501	68639	138	0.38405797101449274
169	Sc_chr04	68639	68750	111	0.35135135135135137
170	Sc_chr04	68750	69515	765	0.38169934640522873
171	Sc_chr04	69515	69727	212	0.3113207547169811
172	Sc_chr04	69727	69751	24	0.45833333333333337
173	Sc_chr04	69751	70076	325	0.3907692307692308
174	Sc_chr04	70076	70348	272	0.375
175	Sc_chr04	70348	70866	518	0.3397683397683398
176	Sc_chr04	70866	70899	33	0.4242424242424242
177	Sc_chr04	70899	71361	462	0.37878787878787873
178	Sc_chr04	71361	71565	204	0.3578431372549019
179	Sc_chr04	71565	71639	74	0.40540540540540543
180	Sc_chr04	71639	71940	301	0.40199335548172754
181	Sc_chr04	71940	72285	345	0.39710144927536234
182	Sc_chr04	72285	72373	88	0.2840909090909091
183	Sc_chr04	72373	73245	872	0.3451834862385321
184	Sc_chr04	73245	73738	493	0.3488843813387424
185	Sc_chr04	73738	73767	29	0.4482758620689655
186	Sc_chr04	73767	73974	207	0.34782608695652173
187	Sc_chr04	73974	74486	512	0.404296875
188	Sc_chr04	74486	74586	100	0.41
189	Sc_chr04	74586	74780	194	0.4020618556701031
190	Sc_chr04	74780	74921	141	0.3829787234042554
191	Sc_chr04	74921	75138	217	0.42396313364055305
192	Sc_chr04	75138	75458	320	0.34375
193	Sc_chr04	75458	75527	69	0.33333333333333337
194	Sc_chr04	75527	75552	25	0.44
195	Sc_chr04	75552	75568	16	0.375
196	Sc_chr04	75568	75650	82	0.4390243902439025
197	Sc_chr04	75650	76430	780	0.3948717948717949
198	Sc_chr04	76430	77522	1092	0.3937728937728938
199	Sc_chr04	77522	77593	71	0.43661971830985913
200	Sc_chr04	77593	77648	55	0.43636363636363634
201	Sc_chr04	77648	77884	236	0.4152542372881356
202	Sc_chr04	77884	78466	582	0.35738831615120276
203	Sc_chr04	78466	79147	681	0.38179148311306904
204	Sc_chr04	79147	79433	286	0.32167832167832167
205	Sc_chr04	79433	79924	491	0.395112016293279
206	Sc_chr04	79924	80802	878	0.38838268792710706
207	Sc_chr04	80802	81272	470	0.35106382978723405
208	Sc_chr04	81272	81605	333	0.3603603603603604
209	Sc_chr04	81605	82134	529	0.389413988657845
210	Sc_chr04	82134	82701	567	0.36155202821869487
211	Sc_chr04	82701	83268	567	0.36507936507936506
212	Sc_chr04	83268	83724	456	0.381578947368421
213	Sc_chr04	83724	83751	27	0.2962962962962963
214	Sc_chr04	83751	84457	706	0.3994334277620396
215	Sc_chr04	84457	85381	924	0.4036796536796537
216	Sc_chr04	85381	85846	465	0.3956989247311828
217	Sc_chr04	85846	86144	298	0.3322147651006711
218	Sc_chr04	86144	86538	394	0.37055837563451777
219	Sc_chr04	86538	86845	307	0.38762214983713356
220	Sc_chr04	86845	87304	459	0.4335511982570806
221	Sc_chr04	87304	87470	166	0.3072289156626506
222	Sc_chr04	87470	87796	326	0.4325153374233129
223	Sc_chr04	87796	88433	637	0.3626373626373626
224	Sc_chr04	88433	88483	50	0.46
225	Sc_chr04	88483	89506	1023	0.3870967741935484
226	Sc_chr04	89506	90083	577	0.37088388214904683
227	Sc_chr04	90083	90979	896	0.36049107142857145
228	Sc_chr04	90979	91123	144	0.3819444444444444
229	Sc_chr04	91123	91441	318	0.34905660377358494
230	Sc_chr04	91441	92328	887	0.3472378804960541
231	Sc_chr04	92328	92744	416	0.2548076923076923
232	Sc_chr04	92744	93054	310	0.36451612903225805
233	Sc_chr04	93054	93326	272	0.41544117647058826
234	Sc_chr04	93326	93423	97	0.4845360824742268
235	Sc_chr04	93423	93499	76	0.5263157894736842
236	Sc_chr04	93499	93522	23	0.43478260869565216
237	Sc_chr04	93522	93664	142	0.4154929577464789
238	Sc_chr04	93664	94531	867	0.3829296424452134
239	Sc_chr04	94531	94765	234	0.4188034188034188
240	Sc_chr04	94765	94804	39	0.28205128205128205
241	Sc_chr04	94804	94949	145	0.4689655172413793
242	Sc_chr04	94949	95171	222	0.40540540540540543
243	Sc_chr04	95171	95546	375	0.4026666666666667
244	Sc_chr04	95546	95654	108	0.4074074074074074
245	Sc_chr04	95654	96161	507	0.32938856015779094
246	Sc_chr04	96161	96806	645	0.40310077519379844
247	Sc_chr04	96806	98711	1905	0.39265091863517054
248	Sc_chr04	98711	99213	502	0.4223107569721115
249	Sc_chr04	99213	99584	371	0.3018867924528302
250	Sc_chr04	99584	99655	71	0.40845070422535207
251	Sc_chr04	99655	99691	36	0.38888888888888884
252	Sc_chr04	99691	99749	58	0.4310344827586207
253	Sc_chr04	99749	99917	168	0.4404761904761905
254	Sc_chr04	99917	100109	192	0.359375
255	Sc_chr04	100109	100663	554	0.3628158844765343
256	Sc_chr04	100663	101081	418	0.37559808612440193
257	Sc_chr04	101081	101372	291	0.37800687285223367
258	Sc_chr04	101372	103073	1701	0.38095238095238093
259	Sc_chr04	103073	103873	800	0.385
260	Sc_chr04	103873	104171	298	0.4530201342281879
261	Sc_chr04	104171	104186	15	0.7333333333333333
262	Sc_chr04	104186	104376	190	0.39473684210526316
263	Sc_chr04	104376	104743	367	0.38964577656675753
264	Sc_chr04	104743	104891	148	0.45945945945945943
265	Sc_chr04	104891	105020	129	0.4263565891472868
266	Sc_chr04	105020	105512	492	0.45121951219512196
267	Sc_chr04	105512	106236	724	0.4088397790055249
268	Sc_chr04	106236	106433	197	0.45685279187817257
269	Sc_chr04	106433	106533	100	0.47
270	Sc_chr04	106533	106669	136	0.42647058823529416
271	Sc_chr04	106669	106876	207	0.4009661835748792
272	Sc_chr04	106876	106981	105	0.4095238095238095
273	Sc_chr04	106981	107031	50	0.44
274	Sc_chr04	107031	107906	875	0.4308571428571429
275	Sc_chr04	107906	107920	14	0.42857142857142855
276	Sc_chr04	107920	108829	909	0.4004400440044005
277	Sc_chr04	108829	108897	68	0.338235294117647
278	Sc_chr04	108897	109122	225	0.3688888888888889
279	Sc_chr04	109122	110711	1589	0.44493392070484583
280	Sc_chr04	110711	111150	439	0.357630979498861
281	Sc_chr04	111150	111424	274	0.37591240875912413
282	Sc_chr04	111424	111582	158	0.310126582278481
283	Sc_chr04	111582	111696	114	0.4298245614035088
284	Sc_chr04	111696	111929	233	0.40343347639484983
285	Sc_chr04	111929	113026	1097	0.3965360072926163
286	Sc_chr04	113026	113322	296	0.3682432432432432
287	Sc_chr04	113322	113433	111	0.33333333333333337
288	Sc_chr04	113433	114403	970	0.39381443298969077
289	Sc_chr04	114403	114682	279	0.3763440860215054
290	Sc_chr04	114682	114736	54	0.38888888888888884
291	Sc_chr04	114736	115520	784	0.37882653061224486
292	Sc_chr04	115520	116189	669	0.3557548579970105
293	Sc_chr04	116189	116543	354	0.3559322033898305
294	Sc_chr04	116543	116609	66	0.37878787878787873
295	Sc_chr04	116609	116881	272	0.400735294117647
296	Sc_chr04	116881	116959	78	0.3205128205128205
297	Sc_chr04	116959	117296	337	0.3115727002967359
298	Sc_chr04	117296	117718	422	0.3744075829383886
299	Sc_chr04	117718	117952	234	0.3547008547008547
300	Sc_chr04	117952	118282	330	0.3242424242424242
301	Sc_chr04	118282	118856	574	0.3466898954703833
302	Sc_chr04	118856	118903	47	0.3829787234042554
303	Sc_chr04	118903	118930	27	0.33333333333333337
304	Sc_chr04	118930	118966	36	0.41666666666666663
305	Sc_chr04	118966	119106	140	0.37142857142857144
306	Sc_chr04	119106	119603	497	0.4225352112676056
307	Sc_chr04	119603	119922	319	0.3448275862068966
308	Sc_chr04	119922	120136	214	0.3925233644859813
309	Sc_chr04	120136	120201	65	0.4
310	Sc_chr04	120201	120366	165	0.3818181818181818
311	Sc_chr04	120366	120581	215	0.3441860465116279
312	Sc_chr04	120581	120694	113	0.3097345132743363
313	Sc_chr04	120694	120845	151	0.3642384105960265
314	Sc_chr04	120845	121318	473	0.3551797040169133
315	Sc_chr04	121318	121552	234	0.4017094017094017
316	Sc_chr04	121552	121592	40	0.4
317	Sc_chr04	121592	121827	235	0.3446808510638298
318	Sc_chr04	121827	123404	1577	0.39315155358275206
319	Sc_chr04	123404	123923	519	0.3179190751445087
320	Sc_chr04	123923	124187	264	0.42045454545454547
321	Sc_chr04	124187	124259	72	0.41666666666666663
322	Sc_chr04	124259	124349	90	0.4
323	Sc_chr04	124349	124814	465	0.4086021505376344
324	Sc_chr04	124814	124952	138	0.42028985507246375
325	Sc_chr04	124952	125916	964	0.3858921161825726
326	Sc_chr04	125916	125921	5	0.6
327	Sc_chr04	125921	126089	168	0.4345238095238095
328	Sc_chr04	126089	127236	1147	0.4019180470793374
329	Sc_chr04	127236	127318	82	0.3780487804878049
330	Sc_chr04	127318	128121	803	0.4259028642590287
331	Sc_chr04	128121	128955	834	0.3920863309352518
332	Sc_chr04	128955	129183	228	0.41228070175438597
333	Sc_chr04	129183	129279	96	0.41666666666666663
334	Sc_chr04	129279	129363	84	0.4761904761904762
335	Sc_chr04	129363	129423	60	0.55
336	Sc_chr04	129423	129597	174	0.3563218390804597
337	Sc_chr04	129597	130299	702	0.33760683760683763
338	Sc_chr04	130299	130413	114	0.27192982456140347
339	Sc_chr04	130413	130706	293	0.4129692832764505
340	Sc_chr04	130706	130960	254	0.35826771653543305
341	Sc_chr04	130960	131599	639	0.38497652582159625
342	Sc_chr04	131599	131712	113	0.3185840707964602
343	Sc_chr04	131712	132395	683	0.37920937042459735
344	Sc_chr04	132395	132704	309	0.38187702265372164
345	Sc_chr04	132704	132730	26	0.5384615384615384
346	Sc_chr04	132730	132801	71	0.45070422535211263
347	Sc_chr04	132801	132978	177	0.39548022598870053
348	Sc_chr04	132978	133004	26	0.2692307692307692
349	Sc_chr04	133004	133573	569	0.3954305799648506
350	Sc_chr04	133573	133696	123	0.4227642276422764
351	Sc_chr04	133696	133916	220	0.42272727272727273
352	Sc_chr04	133916	133925	9	0.4444444444444444
353	Sc_chr04	133925	133957	32	0.28125
354	Sc_chr04	133957	134026	69	0.4492753623188406
355	Sc_chr04	134026	134257	231	0.45454545454545453
356	Sc_chr04	134257	134562	305	0.4590163934426229
357	Sc_chr04	134562	136042	1480	0.39797297297297296
358	Sc_chr04	136042	136249	207	0.35265700483091783
359	Sc_chr04	136249	136266	17	0.5882352941176471
360	Sc_chr04	136266	136393	127	0.4015748031496063
361	Sc_chr04	136393	137777	1384	0.3684971098265896
362	Sc_chr04	137777	138188	411	0.3795620437956205
363	Sc_chr04	138188	139713	1525	0.3632786885245902
364	Sc_chr04	139713	139776	63	0.28571428571428575
365	Sc_chr04	139776	140097	321	0.33956386292834895
366	Sc_chr04	140097	140274	177	0.4632768361581921
367	Sc_chr04	140274	140574	300	0.39333333333333337
368	Sc_chr04	140574	141075	501	0.41317365269461076
369	Sc_chr04	141075	141923	848	0.3608490566037736
370	Sc_chr04	141923	142186	263	0.3612167300380228
371	Sc_chr04	142186	142476	290	0.3793103448275862
372	Sc_chr04	142476	142754	278	0.36330935251798563
373	Sc_chr04	142754	142901	147	0.40816326530612246
374	Sc_chr04	142901	143563	662	0.36858006042296076
375	Sc_chr04	143563	144100	537	0.3463687150837989
376	Sc_chr04	144100	144785	685	0.3343065693430657
377	Sc_chr04	144785	144827	42	0.4523809523809524
378	Sc_chr04	144827	144973	146	0.3904109589041096
379	Sc_chr04	144973	145250	277	0.3898916967509025
380	Sc_chr04	145250	145657	407	0.4201474201474201
381	Sc_chr04	145657	145854	197	0.3147208121827411
382	Sc_chr04	145854	146134	280	0.44642857142857145
383	Sc_chr04	146134	146399	265	0.41886792452830185
384	Sc_chr04	146399	146473	74	0.4324324324324324
385	Sc_chr04	146473	147268	795	0.45534591194968554
386	Sc_chr04	147268	147340	72	0.45833333333333337
387	Sc_chr04	147340	147515	175	0.45142857142857146
388	Sc_chr04	147515	147613	98	0.4489795918367347
389	Sc_chr04	147613	147771	158	0.41139240506329117
390	Sc_chr04	147771	148430	659	0.48861911987860396
391	Sc_chr04	148430	148446	16	0.625
392	Sc_chr04	148446	148495	49	0.4489795918367347
393	Sc_chr04	148495	149172	677	0.3810930576070901
394	Sc_chr04	149172	149472	300	0.4033333333333334
395	Sc_chr04	149472	149526	54	0.4074074074074074
396	Sc_chr04	149526	149883	357	0.46498599439775906
397	Sc_chr04	149883	149906	23	0.34782608695652173
398	Sc_chr04	149906	150119	213	0.38028169014084506
399	Sc_chr04	150119	150199	80	0.425
400	Sc_chr04	150199	150671	472	0.4216101694915254
401	Sc_chr04	150671	150702	31	0.4838709677419355
402	Sc_chr04	150702	150907	205	0.351219512195122
403	Sc_chr04	150907	151061	154	0.36363636363636365
404	Sc_chr04	151061	151092	31	0.4516129032258065
405	Sc_chr04	151092	151667	575	0.40347826086956523
406	Sc_chr04	151667	151712	45	0.4
407	Sc_chr04	151712	151962	250	0.396
408	Sc_chr04	151962	152027	65	0.35384615384615387
409	Sc_chr04	152027	152333	306	0.4084967320261438
410	Sc_chr04	152333	152677	344	0.4273255813953488
411	Sc_chr04	152677	153624	947	0.3907074973600844
412	Sc_chr04	153624	153821	197	0.37055837563451777
413	Sc_chr04	153821	155291	1470	0.38299319727891157
414	Sc_chr04	155291	155297	6	0.33333333333333337
415	Sc_chr04	155297	155609	312	0.4230769230769231
416	Sc_chr04	155609	156379	770	0.33116883116883117
417	Sc_chr04	156379	156517	138	0.38405797101449274
418	Sc_chr04	156517	157051	534	0.41947565543071164
419	Sc_chr04	157051	157222	171	0.39766081871345027
420	Sc_chr04	157222	157253	31	0.3870967741935484
421	Sc_chr04	157253	157668	415	0.3566265060240964
422	Sc_chr04	157668	158389	721	0.39251040221914013
423	Sc_chr04	158389	158525	136	0.38235294117647056
424	Sc_chr04	158525	159780	1255	0.3609561752988048
425	Sc_chr04	159780	159873	93	0.5053763440860215
426	Sc_chr04	159873	160098	225	0.4222222222222222
427	Sc_chr04	160098	160271	173	0.5028901734104047
428	Sc_chr04	160271	160365	94	0.3404255319148936
429	Sc_chr04	160365	160600	235	0.425531914893617
430	Sc_chr04	160600	161728	1128	0.33333333333333337
431	Sc_chr04	161728	161919	191	0.44502617801047123
432	Sc_chr04	161919	162228	309	0.3980582524271845
433	Sc_chr04	162228	162304	76	0.39473684210526316
434	Sc_chr04	162304	163096	792	0.375
435	Sc_chr04	163096	163679	583	0.37907375643224694
436	Sc_chr04	163679	164433	754	0.3687002652519894
437	Sc_chr04	164433	164736	303	0.44554455445544555
438	Sc_chr04	164736	164785	49	0.42857142857142855
439	Sc_chr04	164785	165025	240	0.33333333333333337
440	Sc_chr04	165025	165250	225	0.4177777777777778
441	Sc_chr04	165250	165423	173	0.4682080924855492
442	Sc_chr04	165423	165816	393	0.3816793893129771
443	Sc_chr04	165816	166340	524	0.37786259541984735
444	Sc_chr04	166340	166393	53	0.3584905660377358
445	Sc_chr04	166393	166833	440	0.3795454545454545
446	Sc_chr04	166833	167678	845	0.41775147928994083
447	Sc_chr04	167678	167732	54	0.4074074074074074
448	Sc_chr04	167732	167961	229	0.4148471615720524
449	Sc_chr04	167961	168061	100	0.41
450	Sc_chr04	168061	168919	858	0.4125874125874126
451	Sc_chr04	168919	169233	314	0.3821656050955414
452	Sc_chr04	169233	170356	1123	0.30365093499554763
453	Sc_chr04	170356	170756	400	0.45
454	Sc_chr04	170756	170809	53	0.41509433962264153
455	Sc_chr04	170809	171374	565	0.3451327433628319
456	Sc_chr04	171374	171573	199	0.41708542713567837
457	Sc_chr04	171573	171872	299	0.3812709030100334
458	Sc_chr04	171872	171878	6	0.5
459	Sc_chr04	171878	172311	433	0.30484988452655887
460	Sc_chr04	172311	172438	127	0.41732283464566927
461	Sc_chr04	172438	172993	555	0.4216216216216216
462	Sc_chr04	172993	173434	441	0.35374149659863946
463	Sc_chr04	173434	173457	23	0.30434782608695654
464	Sc_chr04	173457	173658	201	0.36318407960199006
465	Sc_chr04	173658	173869	211	0.4170616113744076
466	Sc_chr04	173869	174014	145	0.3103448275862069
467	Sc_chr04	174014	174869	855	0.3543859649122807
468	Sc_chr04	174869	175128	259	0.37065637065637064
469	Sc_chr04	175128	175286	158	0.3987341772151899
470	Sc_chr04	175286	175291	5	0.4
471	Sc_chr04	175291	175427	136	0.375
472	Sc_chr04	175427	175921	494	0.4149797570850203
473	Sc_chr04	175921	175971	50	0.52
474	Sc_chr04	175971	176183	212	0.4245283018867924
475	Sc_chr04	176183	176623	440	0.4454545454545455
476	Sc_chr04	176623	176642	19	0.4736842105263158
477	Sc_chr04	176642	176866	224	0.35267857142857145
478	Sc_chr04	176866	177060	194	0.44845360824742264
479	Sc_chr04	177060	177228	168	0.42857142857142855
480	Sc_chr04	177228	177392	164	0.40853658536585363
481	Sc_chr04	177392	178001	609	0.39737274220032837
482	Sc_chr04	178001	178045	44	0.4318181818181818
483	Sc_chr04	178045	178630	585	0.3658119658119658
484	Sc_chr04	178630	179065	435	0.37471264367816093
485	Sc_chr04	179065	179664	599	0.3522537562604341
486	Sc_chr04	179664	179856	192	0.34895833333333337
487	Sc_chr04	179856	180727	871	0.3536165327210103
488	Sc_chr04	180727	180774	47	0.4042553191489362
489	Sc_chr04	180774	180976	202	0.38613861386138615
490	Sc_chr04	180976	181745	769	0.3602080624187256
491	Sc_chr04	181745	183185	1440	0.37430555555555556
492	Sc_chr04	183185	183406	221	0.3665158371040724
493	Sc_chr04	183406	183916	510	0.44313725490196076
494	Sc_chr04	183916	184122	206	0.44174757281553395
495	Sc_chr04	184122	184197	75	0.42666666666666664
496	Sc_chr04	184197	186226	2029	0.378018728437654
497	Sc_chr04	186226	186632	406	0.3472906403940887
498	Sc_chr04	186632	186754	122	0.3442622950819672
499	Sc_chr04	186754	186812	58	0.3448275862068966
500	Sc_chr04	186812	186850	38	0.368421052631579
501	Sc_chr04	186850	186890	40	0.35
502	Sc_chr04	186890	187741	851	0.38072855464159816
503	Sc_chr04	187741	188398	657	0.3363774733637747
504	Sc_chr04	188398	188695	297	0.3434343434343435
505	Sc_chr04	188695	188754	59	0.4067796610169491
506	Sc_chr04	188754	189094	340	0.34705882352941175
507	Sc_chr04	189094	189218	124	0.3387096774193548
508	Sc_chr04	189218	189391	173	0.31213872832369943
509	Sc_chr04	189391	189418	27	0.2222222222222222
510	Sc_chr04	189418	189505	87	0.3448275862068966
511	Sc_chr04	189505	189649	144	0.3680555555555556
512	Sc_chr04	189649	189790	141	0.3900709219858156
513	Sc_chr04	189790	189883	93	0.3763440860215054
514	Sc_chr04	189883	190247	364	0.3818681318681319
515	Sc_chr04	190247	190316	69	0.391304347826087
516	Sc_chr04	190316	190354	38	0.4473684210526316
517	Sc_chr04	190354	190465	111	0.38738738738738737
518	Sc_chr04	190465	190592	127	0.4094488188976378
519	Sc_chr04	190592	190768	176	0.34659090909090906
520	Sc_chr04	190768	190991	223	0.3811659192825112
521	Sc_chr04	190991	191073	82	0.4146341463414634
522	Sc_chr04	191073	191112	39	0.4615384615384615
523	Sc_chr04	191112	192293	1181	0.35139712108382726
